2025-04-27 21:59:01 | INFO | Database tables created successfully
2025-04-27 22:01:59 | ERROR | Error processing invoice: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:01:59.039 | ERROR    | app.services.document_processor:process_invoice:386 - Error processing invoice: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:01:59 | ERROR | Error processing invoice: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:01:59.040 | ERROR    | app.api.invoices:process_invoice:76 - Error processing invoice: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:01:59 | ERROR | Database error: 500: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:01:59.041 | ERROR    | app.database:get_db:34 - Database error: 500: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:02:32 | INFO | Database tables created successfully
2025-04-27 22:03:43 | ERROR | Error processing invoice: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:03:43.010 | ERROR    | app.services.document_processor:process_invoice:386 - Error processing invoice: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:03:43 | ERROR | Error processing invoice: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:03:43.010 | ERROR    | app.api.invoices:process_invoice:76 - Error processing invoice: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:03:43 | ERROR | Database error: 500: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:03:43.010 | ERROR    | app.database:get_db:34 - Database error: 500: Expecting value: line 1 column 1 (char 0)
2025-04-27 22:05:16 | INFO | Database tables created successfully
2025-04-27 22:05:25 | INFO | Database tables created successfully
2025-04-27 22:05:53 | INFO | Database tables created successfully
2025-04-27 22:06:13 | INFO | Processing invoice file of type: pdf
2025-04-27 22:06:13.932 | INFO     | app.services.document_processor:process_invoice:355 - Processing invoice file of type: pdf
2025-04-27 22:06:15 | INFO | Starting invoice verification
2025-04-27 22:06:15.523 | INFO     | app.services.document_processor:verify_invoice:126 - Starting invoice verification
2025-04-27 22:06:19 | INFO | Invoice verification result: is_invoice=True, confidence=0.99
2025-04-27 22:06:19.527 | INFO     | app.services.document_processor:verify_invoice:168 - Invoice verification result: is_invoice=True, confidence=0.99
2025-04-27 22:06:26 | INFO | Parsing extracted data from Gemini
2025-04-27 22:06:26.757 | INFO     | app.services.document_processor:process_invoice:435 - Parsing extracted data from Gemini
2025-04-27 22:06:26 | ERROR | Error processing invoice: unsupported operand type(s) for *: 'NoneType' and 'NoneType'
2025-04-27 22:06:26.763 | ERROR    | app.services.document_processor:process_invoice:470 - Error processing invoice: unsupported operand type(s) for *: 'NoneType' and 'NoneType'
2025-04-27 22:06:26 | ERROR | Error processing invoice: unsupported operand type(s) for *: 'NoneType' and 'NoneType'
2025-04-27 22:06:26.764 | ERROR    | app.api.invoices:process_invoice:78 - Error processing invoice: unsupported operand type(s) for *: 'NoneType' and 'NoneType'
2025-04-27 22:06:26 | ERROR | Database error: 500: unsupported operand type(s) for *: 'NoneType' and 'NoneType'
2025-04-27 22:06:26.765 | ERROR    | app.database:get_db:34 - Database error: 500: unsupported operand type(s) for *: 'NoneType' and 'NoneType'
2025-04-27 22:07:19 | INFO | Database tables created successfully
2025-04-27 22:07:44 | INFO | Database tables created successfully
2025-04-27 22:07:47 | INFO | Database tables created successfully
2025-04-27 22:08:19 | INFO | Processing invoice file of type: pdf
2025-04-27 22:08:19.561 | INFO     | app.services.document_processor:process_invoice:355 - Processing invoice file of type: pdf
2025-04-27 22:08:19 | INFO | Starting invoice verification
2025-04-27 22:08:19.765 | INFO     | app.services.document_processor:verify_invoice:126 - Starting invoice verification
2025-04-27 22:08:23 | INFO | Invoice verification result: is_invoice=True, confidence=0.99
2025-04-27 22:08:23.124 | INFO     | app.services.document_processor:verify_invoice:168 - Invoice verification result: is_invoice=True, confidence=0.99
2025-04-27 22:08:30 | INFO | Parsing extracted data from Gemini
2025-04-27 22:08:30.069 | INFO     | app.services.document_processor:process_invoice:435 - Parsing extracted data from Gemini
2025-04-27 22:08:30 | WARNING | Missing or None quantity in item 0, using default value
2025-04-27 22:08:30.071 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None quantity in item 0, using default value
2025-04-27 22:08:30 | WARNING | Missing or None unit_price in item 0, using default value
2025-04-27 22:08:30.071 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None unit_price in item 0, using default value
2025-04-27 22:08:30 | WARNING | Missing or None quantity in item 1, using default value
2025-04-27 22:08:30.071 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None quantity in item 1, using default value
2025-04-27 22:08:30 | WARNING | Missing or None unit_price in item 1, using default value
2025-04-27 22:08:30.071 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None unit_price in item 1, using default value
2025-04-27 22:08:30 | WARNING | Missing or None quantity in item 2, using default value
2025-04-27 22:08:30.071 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None quantity in item 2, using default value
2025-04-27 22:08:30 | WARNING | Missing or None unit_price in item 2, using default value
2025-04-27 22:08:30.071 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None unit_price in item 2, using default value
2025-04-27 22:08:30 | WARNING | Missing or None quantity in item 3, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None quantity in item 3, using default value
2025-04-27 22:08:30 | WARNING | Missing or None unit_price in item 3, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None unit_price in item 3, using default value
2025-04-27 22:08:30 | WARNING | Missing or None quantity in item 4, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None quantity in item 4, using default value
2025-04-27 22:08:30 | WARNING | Missing or None unit_price in item 4, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None unit_price in item 4, using default value
2025-04-27 22:08:30 | WARNING | Missing or None quantity in item 5, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None quantity in item 5, using default value
2025-04-27 22:08:30 | WARNING | Missing or None unit_price in item 5, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None unit_price in item 5, using default value
2025-04-27 22:08:30 | WARNING | Missing or None quantity in item 6, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None quantity in item 6, using default value
2025-04-27 22:08:30 | WARNING | Missing or None unit_price in item 6, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None unit_price in item 6, using default value
2025-04-27 22:08:30 | WARNING | Missing or None quantity in item 7, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None quantity in item 7, using default value
2025-04-27 22:08:30 | WARNING | Missing or None unit_price in item 7, using default value
2025-04-27 22:08:30.072 | WARNING  | app.services.document_processor:process_invoice:480 - Missing or None unit_price in item 7, using default value
2025-04-27 22:08:30 | INFO | Successfully processed invoice
2025-04-27 22:08:30.072 | INFO     | app.services.document_processor:process_invoice:511 - Successfully processed invoice
2025-04-27 22:08:46 | INFO | Contract uploaded and processed: 8936c1f9-c73d-4fd0-b2c1-f762de6820f7
2025-04-27 22:08:46.656 | INFO     | app.api.contracts:upload_contract:110 - Contract uploaded and processed: 8936c1f9-c73d-4fd0-b2c1-f762de6820f7
2025-04-27 22:13:03 | INFO | Database tables created successfully
2025-04-27 22:13:05 | INFO | Database tables created successfully
2025-04-27 22:13:42 | INFO | Database tables created successfully
2025-04-27 22:13:52 | INFO | Database tables created successfully
2025-04-27 22:14:30 | INFO | Contract uploaded and processed: c7e2e9eb-5269-499f-a279-b99b09a12ed6
2025-04-27 22:14:30.054 | INFO     | app.api.contracts:upload_contract:110 - Contract uploaded and processed: c7e2e9eb-5269-499f-a279-b99b09a12ed6
2025-04-27 22:15:39 | ERROR | Error processing invoice: type object 'DocumentProcessor' has no attribute 'process_invoice'
2025-04-27 22:15:39.015 | ERROR    | app.api.invoices:process_invoice:78 - Error processing invoice: type object 'DocumentProcessor' has no attribute 'process_invoice'
2025-04-27 22:15:39 | ERROR | Database error: 500: type object 'DocumentProcessor' has no attribute 'process_invoice'
2025-04-27 22:15:39.015 | ERROR    | app.database:get_db:34 - Database error: 500: type object 'DocumentProcessor' has no attribute 'process_invoice'
2025-04-27 22:16:15 | INFO | Database tables created successfully
2025-04-27 22:16:28 | INFO | Database tables created successfully
2025-04-27 22:16:33 | INFO | Database tables created successfully
2025-04-27 22:16:36 | INFO | Database tables created successfully
2025-04-27 22:17:10 | INFO | Database tables created successfully
2025-04-27 22:17:25 | INFO | Database tables created successfully
2025-04-27 22:17:39 | INFO | Database tables created successfully
2025-04-27 22:17:42 | INFO | Database tables created successfully
2025-04-27 22:18:17 | INFO | Database tables created successfully
2025-04-27 22:18:24 | INFO | Database tables created successfully
2025-04-27 22:18:33 | INFO | Database tables created successfully
2025-04-27 22:18:48 | INFO | Database tables created successfully
2025-04-27 22:18:56 | INFO | Database tables created successfully
2025-04-27 22:20:05 | INFO | Database tables created successfully
2025-04-27 22:20:12 | INFO | Database tables created successfully
2025-04-27 22:20:15 | INFO | Database tables created successfully
2025-04-27 22:20:33 | INFO | Database tables created successfully
2025-04-27 22:20:34 | INFO | Database tables created successfully
